Company Name,Exchange:Ticker,Industry Group,Primary Sector,SIC Code,Country,Broad Group
"Dorman Products, Inc. (NasdaqGS:DORM)",NasdaqGS:DORM,Auto Parts,Consumer Discretionary,3714,United States,United States
"ECD Automotive Design, Inc. (NasdaqGM:ECDA)",NasdaqGM:ECDA,Auto Parts,Consumer Discretionary,7500,United States,United States
Energy 1 Corp. (OTCPK:EGOC),OTCPK:EGOC,Auto Parts,Consumer Discretionary,3714,United States,United States
"Evil Empire Designs, Inc. (OTCPK:EVVL)",OTCPK:EVVL,Auto Parts,Consumer Discretionary,3714,United States,United States
Fox Factory Holding Corp. (NasdaqGS:FOXF),NasdaqGS:FOXF,Auto Parts,Consumer Discretionary,3751,United States,United States
Gentex Corporation (NasdaqGS:GNTX),NasdaqGS:GNTX,Auto Parts,Consumer Discretionary,3714,United States,United States
Gentherm Incorporated (NasdaqGS:THRM),NasdaqGS:THRM,Auto Parts,Consumer Discretionary,3714,United States,United States
GreenChek Technology Inc. (OTCPK:GCHK),OTCPK:GCHK,Auto Parts,Consumer Discretionary,3510,United States,United States
Holley Inc. (NYSE:HLLY),NYSE:HLLY,Auto Parts,Consumer Discretionary,3714,United States,United States
Infinite Networks Corporation (OTCPK:INNX),OTCPK:INNX,Auto Parts,Consumer Discretionary,7812,United States,United States
LCI Industries (NYSE:LCII),NYSE:LCII,Auto Parts,Consumer Discretionary,3711,United States,United States
Lear Corporation (NYSE:LEA),NYSE:LEA,Auto Parts,Consumer Discretionary,2531,United States,United States
"Luminar Technologies, Inc. (NasdaqGS:LAZR)",NasdaqGS:LAZR,Auto Parts,Consumer Discretionary,3714,United States,United States
Marketing Worldwide Corp (OTCPK:MWWC),OTCPK:MWWC,Auto Parts,Consumer Discretionary,5013,United States,United States
Megatech Corporation (OTCPK:MGTC),OTCPK:MGTC,Auto Parts,Consumer Discretionary,3575,United States,United States
Modine Manufacturing Company (NYSE:MOD),NYSE:MOD,Auto Parts,Consumer Discretionary,3714,United States,United States
"Motorcar Parts of America, Inc. (NasdaqGS:MPAA)",NasdaqGS:MPAA,Auto Parts,Consumer Discretionary,3690,United States,United States
Nexteer Automotive Group Limited (SEHK:1316),SEHK:1316,Auto Parts,Consumer Discretionary,3714,United States,United States
Omnitek Engineering Corp. (OTCPK:OMTK),OTCPK:OMTK,Auto Parts,Consumer Discretionary,3714,United States,United States
"Patrick Industries, Inc. (NasdaqGS:PATK)",NasdaqGS:PATK,Auto Parts,Consumer Discretionary,3714,United States,United States
PHINIA Inc. (NYSE:PHIN),NYSE:PHIN,Auto Parts,Consumer Discretionary,3714,United States,United States
QuantumScape Corporation (NYSE:QS),NYSE:QS,Auto Parts,Consumer Discretionary,3690,United States,United States
"Solid Power, Inc. (NasdaqGS:SLDP)",NasdaqGS:SLDP,Auto Parts,Consumer Discretionary,3690,United States,United States
"Standard Motor Products, Inc. (NYSE:SMP)",NYSE:SMP,Auto Parts,Consumer Discretionary,3690,United States,United States
"Stoneridge, Inc. (NYSE:SRI)",NYSE:SRI,Auto Parts,Consumer Discretionary,3679,United States,United States
Strattec Security Corporation (NasdaqGM:STRT),NasdaqGM:STRT,Auto Parts,Consumer Discretionary,3714,United States,United States
"Superior Industries International, Inc. (NYSE:SUP)",NYSE:SUP,Auto Parts,Consumer Discretionary,3714,United States,United States
"Sypris Solutions, Inc. (NasdaqGM:SYPR)",NasdaqGM:SYPR,Auto Parts,Consumer Discretionary,3714,United States,United States
Visteon Corporation (NasdaqGS:VC),NasdaqGS:VC,Auto Parts,Consumer Discretionary,3714,United States,United States
Worksport Ltd. (NasdaqCM:WKSP),NasdaqCM:WKSP,Auto Parts,Consumer Discretionary,3714,United States,United States
"XPEL, Inc. (NasdaqCM:XPEL)",NasdaqCM:XPEL,Auto Parts,Consumer Discretionary,3714,United States,United States
Bank of America Corporation (NYSE:BAC),NYSE:BAC,Bank (Money Center),Financials,6020,United States,United States
"CIB Marine Bancshares, Inc. (OTCPK:CIBH)",OTCPK:CIBH,Bank (Money Center),Financials,6020,United States,United States
Citigroup Inc. (NYSE:C),NYSE:C,Bank (Money Center),Financials,0,United States,United States
Comerica Incorporated (NYSE:CMA),NYSE:CMA,Bank (Money Center),Financials,6020,United States,United States
Fifth Third Bancorp (NasdaqGS:FITB),NasdaqGS:FITB,Bank (Money Center),Financials,6020,United States,United States
"FineMark Holdings, Inc. (OTCPK:FNBT)",OTCPK:FNBT,Bank (Money Center),Financials,6020,United States,United States
"First Citizens BancShares, Inc. (NasdaqGS:FCNC.A)",NasdaqGS:FCNC.A,Bank (Money Center),Financials,6020,United States,United States
GBank Financial Holdings Inc. (OTCPK:GBFH),OTCPK:GBFH,Bank (Money Center),Financials,6020,United States,United States
JPMorgan Chase & Co. (NYSE:JPM),NYSE:JPM,Bank (Money Center),Financials,6020,United States,United States
KeyCorp (NYSE:KEY),NYSE:KEY,Bank (Money Center),Financials,6020,United States,United States
Oakworth Capital Inc. (OTCPK:OAKC),OTCPK:OAKC,Bank (Money Center),Financials,6021,United States,United States
SVB Financial Group (OTCPK:SIVB.Q),OTCPK:SIVB.Q,Bank (Money Center),Financials,6020,United States,United States
"The PNC Financial Services Group, Inc. (NYSE:PNC)",NYSE:PNC,Bank (Money Center),Financials,6020,United States,United States
U.S. Bancorp (NYSE:USB),NYSE:USB,Bank (Money Center),Financials,6020,United States,United States
Wells Fargo & Company (NYSE:WFC),NYSE:WFC,Bank (Money Center),Financials,6020,United States,United States
"1895 Bancorp of Wisconsin, Inc. (NasdaqCM:BCOW)",NasdaqCM:BCOW,Banks (Regional),Financials,6035,United States,United States
1st Capital Bancorp (OTCPK:FISB),OTCPK:FISB,Banks (Regional),Financials,6020,United States,United States
"1st Colonial Bancorp, Inc. (OTCPK:FCOB)",OTCPK:FCOB,Banks (Regional),Financials,6020,United States,United States
1st Source Corporation (NasdaqGS:SRCE),NasdaqGS:SRCE,Banks (Regional),Financials,6020,United States,United States
AB&T Financial Corp. (OTCPK:ABTO),OTCPK:ABTO,Banks (Regional),Financials,6021,United States,United States
Absecon Bancorp (OTCPK:ASCN),OTCPK:ASCN,Banks (Regional),Financials,6021,United States,United States
ACNB Corporation (NasdaqCM:ACNB),NasdaqCM:ACNB,Banks (Regional),Financials,6020,United States,United States
"Affinity Bancshares, Inc. (NasdaqCM:AFBI)",NasdaqCM:AFBI,Banks (Regional),Financials,6035,United States,United States
Alpine Banks of Colorado (OTCPK:ALPI.B),OTCPK:ALPI.B,Banks (Regional),Financials,6020,United States,United States
Amalgamated Financial Corp. (NasdaqGM:AMAL),NasdaqGM:AMAL,Banks (Regional),Financials,6020,United States,United States
AMB Financial Corp. (OTCPK:AMFC),OTCPK:AMFC,Banks (Regional),Financials,6020,United States,United States
Amerant Bancorp Inc. (NYSE:AMTB),NYSE:AMTB,Banks (Regional),Financials,6020,United States,United States
American Bank Incorporated (OTCPK:AMBK),OTCPK:AMBK,Banks (Regional),Financials,6020,United States,United States
American Business Bank (OTCPK:AMBZ),OTCPK:AMBZ,Banks (Regional),Financials,6020,United States,United States
American National Bankshares Inc. (NasdaqGS:AMNB),NasdaqGS:AMNB,Banks (Regional),Financials,6020,United States,United States
American Riviera Bancorp (OTCPK:ARBV),OTCPK:ARBV,Banks (Regional),Financials,6020,United States,United States
Ameris Bancorp (NasdaqGS:ABCB),NasdaqGS:ABCB,Banks (Regional),Financials,6020,United States,United States
"AmeriServ Financial, Inc. (NasdaqGM:ASRV)",NasdaqGM:ASRV,Banks (Regional),Financials,6020,United States,United States
Ames National Corporation (NasdaqCM:ATLO),NasdaqCM:ATLO,Banks (Regional),Financials,6020,United States,United States
"Andover Bancorp, Inc. (OTCPK:ANDC)",OTCPK:ANDC,Banks (Regional),Financials,6020,United States,United States
"Apollo Bancorp, Inc. (OTCPK:APLO)",OTCPK:APLO,Banks (Regional),Financials,6022,United States,United States
Arrow Financial Corporation (NasdaqGS:AROW),NasdaqGS:AROW,Banks (Regional),Financials,6020,United States,United States
Associated Banc-Corp (NYSE:ASB),NYSE:ASB,Banks (Regional),Financials,6020,United States,United States
Atlantic Union Bankshares Corporation (NYSE:AUB),NYSE:AUB,Banks (Regional),Financials,6020,United States,United States
"Auburn Bancorp, Inc. (OTCPK:ABBB)",OTCPK:ABBB,Banks (Regional),Financials,6030,United States,United States
"Auburn National Bancorporation, Inc. (NasdaqGM:AUBN)",NasdaqGM:AUBN,Banks (Regional),Financials,6020,United States,United States
"Avidbank Holdings, Inc. (OTCPK:AVBH)",OTCPK:AVBH,Banks (Regional),Financials,6020,United States,United States
"Axos Financial, Inc. (NYSE:AX)",NYSE:AX,Banks (Regional),Financials,6035,United States,United States
Baker Boyer Bancorp (OTCPK:BBBK),OTCPK:BBBK,Banks (Regional),Financials,6020,United States,United States
"Banc of California, Inc. (NYSE:BANC)",NYSE:BANC,Banks (Regional),Financials,6020,United States,United States
BancFirst Corporation (NasdaqGS:BANF),NasdaqGS:BANF,Banks (Regional),Financials,6020,United States,United States
"Bancorp 34, Inc. (OTCPK:BCTF)",OTCPK:BCTF,Banks (Regional),Financials,6035,United States,United States
Bank First Corporation (NasdaqCM:BFC),NasdaqCM:BFC,Banks (Regional),Financials,6020,United States,United States
Bank of Botetourt (OTCPK:BORT),OTCPK:BORT,Banks (Regional),Financials,6020,United States,United States
Bank of Hawaii Corporation (NYSE:BOH),NYSE:BOH,Banks (Regional),Financials,6020,United States,United States
Bank of Idaho Holding Company (OTCPK:BOID),OTCPK:BOID,Banks (Regional),Financials,6020,United States,United States
"Bank of Labor Bancshares, Inc. (OTCPK:BHDB)",OTCPK:BHDB,Banks (Regional),Financials,6022,United States,United States
Bank of Marin Bancorp (NasdaqCM:BMRC),NasdaqCM:BMRC,Banks (Regional),Financials,6020,United States,United States
Bank of San Francisco (OTCPK:BSFO),OTCPK:BSFO,Banks (Regional),Financials,6022,United States,United States
Bank of South Carolina Corporation (OTCPK:BKSC),OTCPK:BKSC,Banks (Regional),Financials,6020,United States,United States
"Bank of the James Financial Group, Inc. (NasdaqCM:BOTJ)",NasdaqCM:BOTJ,Banks (Regional),Financials,6020,United States,United States
Bank of Utica (OTCPK:BKUT),OTCPK:BKUT,Banks (Regional),Financials,6020,United States,United States
Bank OZK (NasdaqGS:OZK),NasdaqGS:OZK,Banks (Regional),Financials,6020,United States,United States
Bank7 Corp. (NasdaqGS:BSVN),NasdaqGS:BSVN,Banks (Regional),Financials,6020,United States,United States
BankFinancial Corporation (NasdaqGS:BFIN),NasdaqGS:BFIN,Banks (Regional),Financials,6020,United States,United States
BankFirst Capital Corporation (OTCPK:BFCC),OTCPK:BFCC,Banks (Regional),Financials,6020,United States,United States
"BankUnited, Inc. (NYSE:BKU)",NYSE:BKU,Banks (Regional),Financials,6020,United States,United States
"Bankwell Financial Group, Inc. (NasdaqGM:BWFG)",NasdaqGM:BWFG,Banks (Regional),Financials,6020,United States,United States
Banner Corporation (NasdaqGS:BANR),NasdaqGS:BANR,Banks (Regional),Financials,6020,United States,United States
Bar Harbor Bankshares (NYSEAM:BHB),NYSEAM:BHB,Banks (Regional),Financials,6020,United States,United States
Bay Community Bancorp (OTCPK:CBOB.A),OTCPK:CBOB.A,Banks (Regional),Financials,6020,United States,United States
BayCom Corp (NasdaqGS:BCML),NasdaqGS:BCML,Banks (Regional),Financials,6020,United States,United States
BayFirst Financial Corp. (NasdaqCM:BAFN),NasdaqCM:BAFN,Banks (Regional),Financials,6022,United States,United States
"BCB Bancorp, Inc. (NasdaqGM:BCBP)",NasdaqGM:BCBP,Banks (Regional),Financials,6020,United States,United States
"Benchmark Bankshares, Inc. (OTCPK:BMBN)",OTCPK:BMBN,Banks (Regional),Financials,6020,United States,United States
BEO Bancorp (OTCPK:BEOB),OTCPK:BEOB,Banks (Regional),Financials,6020,United States,United States
"Berkshire Hills Bancorp, Inc. (NYSE:BHLB)",NYSE:BHLB,Banks (Regional),Financials,6020,United States,United States
Blue Foundry Bancorp (NasdaqGS:BLFY),NasdaqGS:BLFY,Banks (Regional),Financials,6036,United States,United States
"Blue Ridge Bankshares, Inc. (NYSEAM:BRBS)",NYSEAM:BRBS,Banks (Regional),Financials,6020,United States,United States
blueharbor bank (OTCPK:BLHK),OTCPK:BLHK,Banks (Regional),Financials,6020,United States,United States
"BNCCORP, Inc. (OTCPK:BNCC)",OTCPK:BNCC,Banks (Regional),Financials,6020,United States,United States
Bogota Financial Corp. (NasdaqCM:BSBK),NasdaqCM:BSBK,Banks (Regional),Financials,6036,United States,United States
BOK Financial Corporation (NasdaqGS:BOKF),NasdaqGS:BOKF,Banks (Regional),Financials,6020,United States,United States
"Boyle Bancorp, Inc. (OTCPK:BYLB)",OTCPK:BYLB,Banks (Regional),Financials,6020,United States,United States
"Bridgewater Bancshares, Inc. (NasdaqCM:BWB)",NasdaqCM:BWB,Banks (Regional),Financials,6020,United States,United States
Broadway Financial Corporation (NasdaqCM:BYFC),NasdaqCM:BYFC,Banks (Regional),Financials,6035,United States,United States
"Brookline Bancorp, Inc. (NasdaqGS:BRKL)",NasdaqGS:BRKL,Banks (Regional),Financials,6020,United States,United States
Burke & Herbert Financial Services Corp. (NasdaqCM:BHRB),NasdaqCM:BHRB,Banks (Regional),Financials,6020,United States,United States
"Business First Bancshares, Inc. (NasdaqGS:BFST)",NasdaqGS:BFST,Banks (Regional),Financials,6020,United States,United States
"BV Financial, Inc. (NasdaqCM:BVFL)",NasdaqCM:BVFL,Banks (Regional),Financials,6035,United States,United States
"Byline Bancorp, Inc. (NYSE:BY)",NYSE:BY,Banks (Regional),Financials,6020,United States,United States
C&F Financial Corporation (NasdaqGS:CFFI),NasdaqGS:CFFI,Banks (Regional),Financials,6020,United States,United States
Cadence Bank (NYSE:CADE),NYSE:CADE,Banks (Regional),Financials,6020,United States,United States
California BanCorp (NasdaqGS:CALB),NasdaqGS:CALB,Banks (Regional),Financials,6020,United States,United States
California Business Bank (OTCPK:CABB),OTCPK:CABB,Banks (Regional),Financials,6022,United States,United States
"California International Bank, N.A. (OTCPK:CAIB)",OTCPK:CAIB,Banks (Regional),Financials,6022,United States,United States
"Calvin B. Taylor Bankshares, Inc. (OTCPK:TYCB)",OTCPK:TYCB,Banks (Regional),Financials,6020,United States,United States
Cambridge Bancorp (NasdaqCM:CATC),NasdaqCM:CATC,Banks (Regional),Financials,6020,United States,United States
Camden National Corporation (NasdaqGS:CAC),NasdaqGS:CAC,Banks (Regional),Financials,6020,United States,United States
"Capital Bancorp, Inc. (NasdaqGS:CBNK)",NasdaqGS:CBNK,Banks (Regional),Financials,6020,United States,United States
"Capital City Bank Group, Inc. (NasdaqGS:CCBG)",NasdaqGS:CCBG,Banks (Regional),Financials,6020,United States,United States
"Capitol Federal Financial, Inc. (NasdaqGS:CFFN)",NasdaqGS:CFFN,Banks (Regional),Financials,6035,United States,United States
"CapStar Financial Holdings, Inc. (NasdaqGS:CSTR)",NasdaqGS:CSTR,Banks (Regional),Financials,6020,United States,United States
"Carter Bankshares, Inc. (NasdaqGS:CARE)",NasdaqGS:CARE,Banks (Regional),Financials,6020,United States,United States
"Carver Bancorp, Inc. (NasdaqCM:CARV)",NasdaqCM:CARV,Banks (Regional),Financials,6035,United States,United States
Cashmere Valley Bank (OTCPK:CSHX),OTCPK:CSHX,Banks (Regional),Financials,6020,United States,United States
"Catalyst Bancorp, Inc. (NasdaqCM:CLST)",NasdaqCM:CLST,Banks (Regional),Financials,6035,United States,United States
Cathay General Bancorp (NasdaqGS:CATY),NasdaqGS:CATY,Banks (Regional),Financials,6020,United States,United States
"Catskill Hudson Bancorp, Inc. (OTCPK:CSKL)",OTCPK:CSKL,Banks (Regional),Financials,6022,United States,United States
"CB Financial Services, Inc. (NasdaqGM:CBFV)",NasdaqGM:CBFV,Banks (Regional),Financials,6020,United States,United States
"CBB Bancorp, Inc. (OTCPK:CBBI)",OTCPK:CBBI,Banks (Regional),Financials,6020,United States,United States
"CBOA Financial, Inc. (OTCPK:CBOF)",OTCPK:CBOF,Banks (Regional),Financials,6022,United States,United States
"CCCB Bancorp, Inc. (OTCPK:CCYY)",OTCPK:CCYY,Banks (Regional),Financials,6022,United States,United States
"Central Bancompany, Inc. (OTCPK:CBCY.B)",OTCPK:CBCY.B,Banks (Regional),Financials,6020,United States,United States
Central Pacific Financial Corp. (NYSE:CPF),NYSE:CPF,Banks (Regional),Financials,6020,United States,United States
"Central Plains Bancshares, Inc. (NasdaqCM:CPBI)",NasdaqCM:CPBI,Banks (Regional),Financials,6035,United States,United States
Central Valley Community Bancorp (NasdaqCM:CVCY),NasdaqCM:CVCY,Banks (Regional),Financials,6020,United States,United States
Century Next Financial Corporation (OTCPK:CTUY),OTCPK:CTUY,Banks (Regional),Financials,6020,United States,United States
CF Bankshares Inc. (NasdaqCM:CFBK),NasdaqCM:CFBK,Banks (Regional),Financials,6020,United States,United States
"CFSB Bancorp, Inc. (NasdaqCM:CFSB)",NasdaqCM:CFSB,Banks (Regional),Financials,6035,United States,United States
Chemung Financial Corporation (NasdaqGS:CHMG),NasdaqGS:CHMG,Banks (Regional),Financials,6020,United States,United States
"Chesapeake Financial Shares, Inc. (OTCPK:CPKF)",OTCPK:CPKF,Banks (Regional),Financials,6020,United States,United States
Chino Commercial Bancorp (OTCPK:CCBC),OTCPK:CCBC,Banks (Regional),Financials,6020,United States,United States
"ChoiceOne Financial Services, Inc. (NasdaqCM:COFS)",NasdaqCM:COFS,Banks (Regional),Financials,6020,United States,United States
CITBA Financial Corporation (OTCPK:CBAF),OTCPK:CBAF,Banks (Regional),Financials,6022,United States,United States
Citizens & Northern Corporation (NasdaqCM:CZNC),NasdaqCM:CZNC,Banks (Regional),Financials,6020,United States,United States
Citizens Bancorp (OTCPK:CZBC),OTCPK:CZBC,Banks (Regional),Financials,6020,United States,United States
"Citizens Bancorp of Virginia, Inc. (OTCPK:CZBT)",OTCPK:CZBT,Banks (Regional),Financials,6020,United States,United States
Citizens Bancshares Corporation (OTCPK:CZBS),OTCPK:CZBS,Banks (Regional),Financials,6020,United States,United States
"Citizens Community Bancorp, Inc. (NasdaqGM:CZWI)",NasdaqGM:CZWI,Banks (Regional),Financials,6020,United States,United States
Citizens Financial Corp. (OTCPK:CIWV),OTCPK:CIWV,Banks (Regional),Financials,6020,United States,United States
"Citizens Financial Group, Inc. (NYSE:CFG)",NYSE:CFG,Banks (Regional),Financials,6020,United States,United States
